,smiles,are_tox
6797,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(C)=CC(C)=N2,0
2488,COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C,1
2542,OC1=CC(O)=C(C=C1)C(=O)C2=CC=C(O)C=C2O,0
1580,N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1,1
3722,OC(=O)C1=CC=C2C(=O)OC(=O)C2=C1,0
4818,OC1=C2C(=O)C3=C(O)C=CC=C3CC2=CC=C1,0
6679,[O-][N+]([O-])=O.CCN1C=C[N+](C)=C1,0
3360,ClC(Cl)C(Cl)=O,0
5284,[O-][N+](=O)C1=CC=CC=C1CCl,1
135,CS(O)(=O)=O.[H][C@]12CN(C[C@@]1([H])[C@]2(C)NC(=O)[C@H](C)NC(=O)[C@H](C)N)C3=NC4=C(C=C3F)C(=O)C(=CN4C5=CC=C(F)C=C5F)C(O)=O,1
2619,C1=CC2=CC=C3C=C4C(C=CC5=CC=CC=C45)=CC3=C2C=C1,1
5045,CC1(C)COP(OC2=CC=CC=C2)OC1,0
1310,OS(O)(=O)=O.CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H]4[C@H](O)CC5=C4C=CC=C5,0
6446,CO[Si](C)(OC)C1=CC=CC=C1,0
5165,ClCCOCOCCCl,0
5325,OC(=O)\C=C\C(O)=O.OC(=O)\C=C\C(O)=O.OC(=O)\C=C\C(O)=O.CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.CN(C)CCN(CC3=CC=CS3)C4=CC=CC=N4,0
5097,CCO[Si](OCC)(OCC)C1=CC=CC=C1,0
1888,CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C3=CC=C(OC4=CC=CC=C4)C=C3,1
2886,CC(C)C1=CC=C(O)C=C1,0
4541,CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C,0
3944,CC(C)(C)C1=CC=C(N)C=C1,0
6040,CC1=CC=C(Br)C=C1,0
3834,[Na+].CCC\C(NOCC=C)=C1\C(=O)CC(C)(C)C(C(=O)OC)=C1[O-],0
807,Cl.C(N(CC1=CC=CC=C1)C2=CC=CC=C2)C3=NCCN3,0
6488,[H][C@@]12CC[C@@H](O)[C@@H]3OC4=C(OC)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,0
462,CNC[C@H](O)C1=CC=C(O)C(O)=C1,0
879,Cl.CC(C)CC(N(C)C)C1(CCC1)C2=CC=C(Cl)C=C2,0
3370,[H][C@]12N(C)CC[C@@]1(C)C3=C(C=CC(OC(=O)NC)=C3)N2C,1
3783,CN(CCO)CCO,0
5538,[Na+].[O-]S(=O)(=O)C=C,0
2881,CC(C)CCOC(C)=O,0
2732,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,1
799,CCOC1=NC(=O)C(F)=CN1,0
354,CCC1=NC(CC2=CC=CC=C2)=C3C=C(OC)C(OC)=CC3=C1,0
2812,CN(C)C(=O)NC1=CC=C(Cl)C=C1,0
1073,[H][C@]12N(C)CC[C@@]1(C)C3=C(C=CC(OC(=O)NC)=C3)N2C,0
3010,OC1=CC=C(C=C1)C(=O)C2=CC=C(O)C=C2O,0
5532,[Na+].[O-]C(=O)CF,0
144,O.[Na+].CC1=C(Cl)C(NC2=C(C=CC=C2)C([O-])=O)=C(Cl)C=C1,0
380,NC1=NC(N)=C(S1)C2=CC=CC=C2,0
1340,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,0
4649,C1CC2=C3C1=CC=CC3=CC=C2,0
4434,OCCOC1=CC=CC=C1,0
121,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O,0
3254,CCCCCCCCCCCCCC(O)=O,0
3889,CN=C=O,0
1835,CCCC[Sn](CCCC)(CCCC)OC(=O)C=C,1
1360,CCCCCCCCCCCCCCCC(=O)NCCO,0
418,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)OC)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C,1
7162,CCCC1=CC(=O)NC(=S)N1,0
5649,CC(=O)CCC=C(C)C,0
1514,O=C(OCC(COC(=O)C1=CC=CN=C1)(COC(=O)C2=CC=CN=C2)COC(=O)C3=CC=CN=C3)C4=CC=CN=C4,0
5542,[Na+].[O-]S(=O)(=O)CC=C,0
5655,[H][C@]12CC[C@](C)(C1)[C@@H](O)C2(C)C,0
6961,O=C1N=NNC2=C1C=CC=C2,0
2647,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
555,[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,0
2457,O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4,1
6025,CC1=CC(C)=C(C=C1)[N+]([O-])=O,0
3751,O=C1NC(=O)C2=CC=CC3=C2C1=CC=C3,1
1485,OC(=O)CC1=C(N=C(S1)C2=CC=CC=C2)C3=CC=C(Cl)C=C3,0
5106,Cl.CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C)C(=O)N3C,0
1272,CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2,0
6715,CC(=O)NC1=CC=C(C=C1)C(O)=O,0
1411,[H][C@@](CO)(NC(=O)[C@]([H])(CC1=CNC2=C1C=CC=C2)NC(=O)[C@]([H])(CC3=CN=CN3)NC(=O)[C@]4([H])CCC(=O)N4)C(=O)N[C@@]([H])(CC5=CC=C(O)C=C5)C(=O)NCC(=O)N[C@@]([H])(CC(C)C)C(=O)N[C@@]([H])(CCCNC(N)=N)C(=O)N6CCC[C@@]6([H])C(=O)NCC,0
4865,[Na+].OC[C@H](O)[C@H]1OC(=O)C(O)=C1[O-],0
6880,CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC,0
1471,OC(=O)C1=CN(C2CC2)C3=C(C=C(F)C(Cl)=C3)C1=O,0
5339,OC(=O)CCCCCCCC(O)=O,0
5606,[OH-].C[N+](C)(C)C,0
6718,CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0
5738,C1CC2=C3C1=CC=CC3=CC=C2,0
4230,NC1=CC=CC(=C1)S(=O)(=O)C2=CC(N)=CC=C2,0
6847,COC(=O)CC(=O)OC,0
3032,[Na+].COCCCOC1=CC=NC(CS(=O)C2=NC3=C([N-]2)C=CC=C3)=C1C,1
5718,CCCCOC(=O)C=C,0
5335,OC(=O)C1=CC=NC=C1,0
4747,N[C@H]1CN(CC12CC2)C3=C(Cl)C4=C(C=C3F)C(=O)C(=CN4[C@@H]5C[C@H]5F)C(O)=O,0
1840,CCCCCCCC\C=C/CCCCCCCCOCCO,1
6729,CCCCCCC(O)CCOC(C)=O,0
981,OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N,0
1732,OC1=CC=CC=C1C=NCC2=CC=CC=C2,0
6083,CC1=CC=CC(=C1)C(O)=O,0
2865,[Na+].CC(C)(CS([O-])(=O)=O)NC(=O)C=C,0
5889,CC(C)CC(O)CC(C)C,0
6492,COC1=C(NC(=O)CC(C)=O)C=CC=C1,1
1268,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,0
414,OC(=O)C1=NN(CC2=CC=C(Cl)C=C2Cl)C3=C1C=CC=C3,1
3872,CCC[N+]1(C)CCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0
268,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]4([H])NC(=O)C=C[C@]34C,1
6596,NC1=CC(=CC=C1S(O)(=O)=O)S(O)(=O)=O,0
2598,OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C3=CC=CC=N3,1
2874,C\C=C\CC=C,0
654,CC(C)C1=CC=C(C)C=C1O,0
6299,Cl.COC1=CC(CC(C)N)=C(OC)C=C1,0
2115,CC(C)(C1=CC=CC=C1)C2=CC=C(NC3=CC=C(C=C3)C(C)(C)C4=CC=CC=C4)C=C2,0
2310,OC1=CC2=C(OCO2)C=C1,0
2877,O1C2=CC=CC=C2C3=C1C=CC=C3,0
4808,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O,0
5774,CCC(C)=O,0
773,CCCC1=NC=C(S1)C(O)=O,0
4906,CC(C)COC(=O)C=C,0
589,N1C=CC2=C1C=CC=C2,0
3016,CC(C)(C)C1=CC(O)=CC=C1O,1
3002,[Na+].CCOC([S-])=S,1
6560,N#CC1(CCCCC1)N=NC2(CCCCC2)C#N,0
5338,OC(=O)CCCCC1CCSS1,1
3150,CC1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,0
4060,CCC1=CC=CC(CC)=C1N,0
5434,COC1=C(O)C=CC(C=O)=C1,0
6228,CCCCN(CCCC)CCCC,0
4900,C\C=C\C=C\C=O,1
701,CC1SC2=C(C(O)=O)C(=O)C3=CC(F)=C(C=C3N12)N4CCN(CC5=C(C)OC(=O)O5)CC4,0
3181,C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC=CC=C3,0
2389,O=NN1CCCCCCC1,0
4314,NC(CC1=CNC2=CC=CC=C12)C(O)=O,0
677,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,1
2840,OC(=O)CCC(O)=O,0
5694,CC(=C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,0
2699,CC(=O)NNC1=CC=CC=C1,0
2728,CNC(=O)NC1=CC(Cl)=C(Cl)C=C1,0
4168,CN(C)C1=CC=C(C=O)C=C1,1
693,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2N)C(O)=O,0
1513,OC(=O)C1=C(OC(=O)C2=C(O)C=CC=C2)C=CC=C1,0
2984,O=C1OC2=C(C=CC=C2)C=C1,0
6215,CCCCCCCCCCN,0
5909,CC(C)N(C(C)C)C1=CC=CC=C1,0
6302,Cl.NNC(N)=O,0
110,CC(=O)OC1=C(C=CC=C1)C(=O)NC2=NC=C(S2)[N+]([O-])=O,0
3164,CCCCCCCCC\C=C\CC1CC(=O)OC1=O,1
3089,CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N2C=CN=C2,1
6920,O=C1CCCCCCCCCCCCCCO1,0
7047,CCC1=CC(C(O)=O)=C(N=C1)C(O)=O,0
5519,[Na+].[Na+].OP([O-])(=O)OP(O)([O-])=O,0
1611,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,0
856,Cl.Cl.CCN1CCC2=C(CC1)N=C(N)O2,0
3534,CCCCCCCCCCCCCC(=O)OC(C)C,0
4709,CCOP(=S)(OCC)OC1=CN=C2C=CC=CC2=N1,0
2415,COC(=O)C1=CC=C(C)C=C1,0
4310,OC(=O)\C=C\C1=CC=CC=C1,0
2835,BrCC(=O)C1=CC=CC=C1,1
2069,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=N2,0
4471,NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,1
1758,NC(CO)(CO)CO,0
3075,CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C,1
3322,COC(C)(C)CCCC(C)C\C=C\C(C)=C\C(=O)OC(C)C,1
605,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,0
1965,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,1
4717,ClC1=CC=C(C=N1)C(Cl)(Cl)Cl,0
5617,OC(=O)C(Br)Br,1
2417,COC(=O)C1=CC(=CC=C1)C(=O)OC,0
1468,OC(=O)C1=CC=CC=N1,0
5270,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,0
6026,CC1=CC(C)=C(C=C1)[N+]([O-])=O,0
6284,CCOP(O)OCC,0
3297,CCN(CC)C(=S)SCC(Cl)=C,1
3317,CC(C)C(C)(N)C#N,0
107,COC1=C(OCCCN2CCOCC2)C=C3C(NC4=CC(Cl)=C(F)C=C4)=NC=NC3=C1,1
7064,NC1=CC(=C(O)C(=C1)C(O)=O)S(O)(=O)=O,0
29,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N2CCOCC2,0
3475,CCC(CC)NC1=C(C(C)=C(C)C=C1[N+]([O-])=O)[N+]([O-])=O,0
5899,CC(C)CCCCCOC(=O)C=C,0
2272,[H][C@@]12C3=CC(O)=C(O)C=C3C[C@]1(O)COC4=C2C=CC(O)=C4O,0
6148,CCCC=NO,0
5039,CC1=CC=CC2=CC=CN=C12,0
751,CC1=CC=CC(C)=C1NC(=O)CC23CCCN2CCC3,0
6383,CCNC1=NC(NCC)=NC(Cl)=N1,0
584,OC1=C2O[C@H]3C(=C)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC6CC6,0
1220,NC1=CC=C(C=C1)C(=O)OCC(O)CO,0
6442,CNC,0
2726,OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,1
1964,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@]([H])(C3=CC=C(C=C3)N(C)C)C4=C5CCC(=O)C=C5CC[C@@]24[H],1
3003,[H][C@@]12CC(=O)\C(=C\C)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C,1
6163,CCCC(CCC)C(O)=O,0
548,[Na+].CCCC(C)C1(CC)C(=O)NC([S-])=NC1=O,0
5547,[Na+].CCCCCCCCOS([O-])(=O)=O,0
6045,CC1=CC=C(C=C1)[N+]([O-])=O,0
3706,CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0
3153,OC1=CC=CC=C1C(=O)C2=C(O)C=CC=C2,1
6663,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0
1978,NC1=CC(O)=CC=C1,0
4121,Cl.CN1[C@H]2C[C@@H](C[C@@H]1[C@H]3O[C@@H]23)OC(=O)[C@H](CO)C4=CC=CC=C4,0
6902,O=C1CCCC=C1,0
7009,COS(=O)(=O)OC,0
3935,CC(OC(C)=O)C1=CC=CC=C1,0
5856,CCCCCCC(C)(C)S,0
1203,NC\C=C\C(O)=O,0
344,CN1CCN(CC1)C2=NC3=C(NC4=C2C=C(C)S4)C=CC=C3,0
6046,CC(=O)C1=CC=C(C)C=C1,0
6380,ClC1=NC=CC=C1,0
1575,CN1CC(=O)N=C1NC(=O)NC2=CC(Cl)=CC=C2,0
3477,[O-][N+](=O)C1=CC=C2NN=CC2=C1,0
6721,CCC(OCCCOC)OC(C)=O,0
3159,OC(=O)C1=CC2=C(C=CC=C2)C=C1O,0
2887,CC(C)C1=CC(=CC=C1)C(C)C,0
5546,[Na+].COS([O-])(=O)=O,0
3100,OC1=C(C=CC=C1)C(=O)OC2=CC=CC=C2,0
5680,C[C@H](CCO)CCC=C(C)C,0
90,[Br-].CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,1
5075,CCCCCCCCCCCCCO,0
4423,CCC(C)C1=C(O)C=CC=C1,0
4486,C1CCC(CC1)N(SC2=NC3=C(S2)C=CC=C3)C4CCCCC4,1
3995,CC[C@@H](N)CO,0
2691,[Sr++].[O-]C([O-])=O,0
624,CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2)COC(C)=O,0
69,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)B(O)O,1
6497,COCC1=CC=C(COC)C=C1,0
889,Cl.CN1C(=O)C=C(NCCN(CCO)CCCC2=CC=C(C=C2)[N+]([O-])=O)N(C)C1=O,0
4477,OS(O)(=O)=O.NNCCC1=CC=CC=C1,1
5437,OC1=CC(O)=CC=C1,0
4623,CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0
6121,COC1=NC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,0
5499,[I-].CCCC[N+]1=CC=CC=C1,0
2447,[Na+].[Na+].NC1=C(C=C(C2=CC=CC=C12)S([O-])(=O)=O)\N=N\C3=CC=C(C=C3)C4=CC=C(C=C4)\N=N\C5=CC(=C6C=CC=CC6=C5N)S([O-])(=O)=O,0
947,Cl.CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(N3CCNC(C)C3)C(F)=C2,0
877,Cl.NCCNC(=O)C1=NC=C(Cl)C=C1,0
3829,[Na+].[O-]C(=O)COC1=C(Cl)C=C(Cl)C=C1,0
6690,[O-][N+](=O)C1=CC=CC(CCl)=C1,1
6012,CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,0
293,CCCCOC1=CC(C(=O)NCCN(CC)CC)=C2C=CC=CC2=N1,0
3362,OC(=O)COC1=C(Cl)C=C(Cl)C=C1,0
4545,CC(C)OC(=O)NC1=CC=CC=C1,0
445,COC1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(CC(C)C)S2,0
4220,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,0
4932,C1N2CN3CN1CN(C2)C3,0
2317,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0
2580,Cl.CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,0
2031,C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,1
5278,[O-][N+](=O)C1=CC=CC(Cl)=C1,0
4772,CC(C)(O)C(=O)C1=CC=CC=C1,0
3841,CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O,0
1922,[Na+].COC1=CC=CC2=C1C=C(C3=C2C4=C(OCO4)C=C3C([O-])=O)[N+]([O-])=O,1
4257,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,0
4936,CC(=O)C=CC1=CC=CC=C1,0
3206,CC1CCC2CC1C2(C)C,0
5119,Cl.CCN[C@H](C)CC1=CC=CC(=C1)C(F)(F)F,0
5011,CCCCCCCCCCCCCCCC(=O)OC\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C,1
367,OC(=O)C(CC1=CC(I)=C(O)C(I)=C1)C2=CC=CC=C2,0
3542,CC=C1CC2CC1C=C2,0
5427,CC(C)(O)CC1=CC=CC=C1,0
2638,CC(C)OC(=O)NC1=CC=CC(Cl)=C1,0
6430,CN(C)CCOCCN(C)C,0
3518,CNC(=O)O\N=C(/C)C(C)S(C)(=O)=O,0
3992,CCC(C)OC(=O)N1CCCCC1CCO,0
6569,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,0
5103,CCOP(=O)(OCC)OCC,0
2407,CCCCC(CC)CNCC(CC)CCCC,0
3203,CC1=C(N)C(N)=CC=C1,1
4020,CC1=CC(C)=C(N)C=C1,0
3680,COC1=C(N)C=C(NC(C)=O)C=C1,0
3256,OC1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,0
5054,CCC(C)(O)CCCC(C)C,0
4560,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,0
3168,OC1=C(Cl)C=CC(Cl)=C1Cl,1
5656,[H][C@]12CC[C@]3([H])[C@H]1C(C)(C)CCC[C@]3(C)C2=C,0
1186,NC(=O)C1=C(N)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,0
4690,CC1=CC=C2C=CC3=CC=CC4=C3C2=C1C=C4,0
7019,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,0
2902,CC1=CC=C(C=C1)S(O)(=O)=O,0
3319,CC(C)C1=CC=CC(C(C)C)=C1O,0
5983,CC1OC(C)=C(O)C1=O,0
5446,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]3([H])C4=C(CC[C@@]23[H])C=C(O)C=C4,0
7010,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,0
151,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CC(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C,0
915,Cl.[H][C@@]2(NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)N3[C@@H](C(=O)OCC4=C(C)OC(=O)O4)C(C)(C)S[C@]23[H],0
1305,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,0
2303,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,0
6362,CCCCC(CC)COC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,0
6823,OC(=O)CC1=C2C=CC=CC2=CC=C1,0
4714,Cl[Yb](Cl)Cl,0
1398,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,1
183,COC1=CC=C(C=CC(=O)C2=C(OC)C=C(OC)C=C2)C=C1,1
3316,CC1=CC=CC(=C1O)C(C)(C)C,0
4610,[H][C@@]1(OC[C@H](OCCO)[C@H]1OCCO)[C@H](O)COC(=O)CCCCCCCCCCC,1
7018,COC(=O)C1=C(C=CS1)S(N)(=O)=O,0
471,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,0
967,Cl.CC(C)NCC(O)C1=C(Cl)C=CC=C1,0
3960,CC(C)C1=CC(=CC=C1)C(C)C,0
1961,NC1=C(C(=NN1C2=C(Cl)C=C(C=C2Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F,1
896,Cl.CN1C=CC2=C1C=C3CCN(C(=O)NC4=CC=CN=C4)C3=C2,0
5425,OC(=O)CCSCCC(O)=O,0
5354,CC\C=C/CCOC(=O)C1=CC=CC=C1,0
4362,NCCN1CCNC1=O,0
1773,OCC1=CC=CN=C1,0
6179,CCCCC1CCC(=O)O1,0
1209,NC12CC3CC(CC(C3)C1)C2,0
4031,CC1=C(C=CC=C1)S(N)(=O)=O,0
3184,COC(=O)\C=C\C=C(C)\C=C\C=C(C)\C=C/C=C(C)/C=C\C=C(C)/C=C\C(O)=O,1
3852,ClCC(Br)CBr,0
3460,[Na+].[Na+].[Na+].[O-]C(=O)C1=C(\N=N\C2=CC=C(C=C2)S([O-])(=O)=O)C(=O)N(N1)C3=CC=C(C=C3)S([O-])(=O)=O,0
4411,CC(C)CC(O)CC1=CC=CC=C1,0
5717,CC(C)(C)OC(=O)C=C,0
292,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@]([H])(O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C,0
3806,P#[In],0
3396,[O-][N+](=O)C1=CC=C(C=O)C=C1,0
2644,COS([O-])(=O)=O.CN1C(=CC(C2=CC=CC=C2)=[N+]1C)C3=CC=CC=C3,1
272,CCOC(=O)C1=C(C)NC(C)=C(C1C2=CC=CC(=C2)[N+]([O-])=O)C(=O)OC,0
2042,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])C=C(Cl)C4=CC(=O)CC[C@]34C,1
6369,CCCCCC1=CC=C(Cl)C=C1,0
6605,COC(=O)C1=C(N)C=CC=C1,0
4901,C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C,0
2423,C=CC(=O)OCCCCOC(=O)C=C,1
1086,COC1=CC(OC)=CC(OC)=C1,0
2885,CC(C)C1=CC=C(C=C1)C(C)C,0
7049,OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O,0
5121,Cl.CCOC(=O)OCC\C(SC(=O)OCC)=C(/C)N(CC1=C(N)N=C(C)N=C1)C=O,0
2215,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,1
2851,OC(C1=CC=C(F)C=C1)(C2=CN=CN=C2)C3=CC=CC=C3Cl,0
4537,CC(=O)OC\C=C(/C)CC\C=C(/C)CCC=C(C)C,1
4872,C[N+]1([O-])CCOCC1,0
7012,CS(=O)(=O)C1=CC=C(Cl)C=C1,0
4392,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,0
4149,CC1=C(Cl)C=CC=C1Cl,0
5934,CCCC(C)C(O)=O,0
613,[H][C@]1(CC2C3CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4C3CCC2(C)[C@@]1([H])OC(C)=O)OC(C)=O,0
2588,CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,1
3932,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,0
5813,CCOCCOC(C)=O,0
3878,C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,0
4173,CN(C)P(=O)(N(C)C)N(C)C,0
1748,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])C[C@H](F)C4=CC(=O)C=C[C@]34C,0
6461,CCCCCC1C(CC(=O)OC)CCC1=O,0
2118,F[P-](F)(F)(F)(F)F.CCCCCCN1C=C[N+](C)=C1,1
4348,O=C1NC2=C(C=CC=C2)C1=O,1
5728,C=CCNCC=C,0
1344,C\C=C(C1=CC=C(OC(C)=O)C=C1)\C(=C\C)C2=CC=C(OC(C)=O)C=C2,1
6930,CC1(C)N(Cl)C(=O)N(Cl)C1=O,0
5374,O=C1NNC(=O)C=C1,0
2184,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C2=C3C=C(I)C(=O)C(I)=C3OC4=C(I)C([O-])=C(I)C=C24,0
952,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CS[C@@H](CN(CC(O)=O)C2=O)C3=CC=CS3,0
6859,CCOC(=O)C1=CC=C(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)C=C1,0
1504,OC(=O)CP(O)(O)=O,0
7127,OCCNCCO,0
3934,CC(=O)OC(C(=O)C1=CC=CC=C1)C2=CC=CC=C2,0
1121,COCCC1=CC=C(OCC2CO2)C=C1,0
3964,CC(C)CC(C)CC(C)CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)CC(C)CC(C)CC(C)C,0
3377,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,0
3504,N1N=NC2=C1C=CC=C2,0
2515,COP(=O)(OC)SCN1C(=O)OC2=CC(Cl)=CN=C12,1
2471,Cl.ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1,0
416,OC(=O)CC1=C2C=CC=CC2=CC=C1,0
4222,NC(N)=O,0
564,Br.COC1=C2CN(C)CCC2=CC3=C1OCO3,0
1224,NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1,0
142,OC1=CC=C(C=C1)C2(OC(=O)C3=C2C=CC=C3)C4=CC=C(O)C=C4,0
4958,CC(C)(C)N(CCO)CCO,0
